"id";"name";"brand";"type";"measuringunit";"img";"wastage";"source";"cals";"proteins";"carbs";"fats";"cholosterol";"sodium";"vitaminc";"vitamina";"calcium";"zinc";"organic_cals";"organic_proteins";"organic_carbs";"organic_fats";"frozen_cals";"frozen_proteins";"frozen_carbs";"frozen_fats";"dried_cals";"dried_proteins";"dried_carbs";"dried_fats";"boiled_cals";"boiled_proteins";"boiled_carbs";"boiled_fats";"fried_cals";"fried_proteins";"fried_carbs";"fried_fats";"grilled_cals";"grilled_proteins";"grilled_carbs";"grilled_fats";"steamed_cals";"steamed_proteins";"steamed_carbs";"steamed_fats";"available_types";"price";"quantity";"box_quantity";"min_quantity";"increase";"status";"component_category_id";"component_group_id";"exclude_list_id";"allergy_list_id";"created_at";"updated_at"
"1010";"Kamut Cooked";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.32";"0.0571";"0.276";"0.0083";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:00";"2022-11-02 10:00:00"
"1011";"Spelt Uncooked";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.38";"0.1457";"0.7019";"0.0243";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:00";"2022-11-02 10:00:00"
"1012";"Cooked Spelt";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.27";"0.055";"0.2644";"0.0085";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:00";"2022-11-02 10:00:00"
"1013";"Teff Uncooked";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.67";"0.133";"0.7313";"0.0238";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:00";"2022-11-02 10:00:00"
"1014";"Wheat Flour White All-Purpose Unenriched";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.64";"0.1033";"0.7631";"0.0098";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:00";"2022-11-02 10:00:00"
"1015";"Cooked Bulgur";"No Brand";"fresh";"gram";NULL;"0";NULL;"0.83";"0.0308";"0.1858";"0.0024";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:00";"2022-11-02 10:00:00"
"1016";"Corn Grain Yellow";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.65";"0.0942";"0.7426";"0.0474";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:00";"2022-11-02 10:00:00"
"1017";"Corn Bran Crude";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.24";"0.0836";"0.8564";"0.0092";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:00";"2022-11-02 10:00:00"
"1018";"Cooked Amaranth";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.02";"0.038";"0.1869";"0.0158";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:00";"2022-11-02 10:00:00"
"1019";"Arrowroot Flour";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.57";"0.003";"0.8815";"0.001";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:00";"2022-11-02 10:00:00"
"1020";"Bulgur Dry";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.42";"0.1229";"0.7587";"0.0133";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:00";"2022-11-02 10:00:00"
"1021";"Millet Flour";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.82";"0.1075";"0.7512";"0.0425";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:00";"2022-11-02 10:00:00"
"1022";"Sorghum Flour Refined Unenriched";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.57";"0.0953";"0.7685";"0.0124";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:01";"2022-11-02 10:00:01"
"1023";"Vermicelli Made From Soybeans";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.26";"0.0004";"0.3142";"0.0004";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";"3";"1";"2022-11-02 10:00:01";"2022-11-02 10:00:01"
"1024";"Pasta Cooked";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.57";"0.0576";"0.3068";"0.0092";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:01";"2022-11-02 10:00:01"
"1025";"Pasta Whole Grain Cooked";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.48";"0.0595";"0.2989";"0.017";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:01";"2022-11-02 10:00:01"
"1026";"Rice Cooked Nfs";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.29";"0.0267";"0.2799";"0.0028";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:01";"2022-11-02 10:00:01"
"1027";"Rice Cooked With Milk";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.43";"0.0506";"0.2503";"0.0221";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:01";"2022-11-02 10:00:01"
"1028";"Rice Sweet Cooked With Honey";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.4";"0.0252";"0.313";"0.0026";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:01";"2022-11-02 10:00:01"
"1029";"Congee";"No Brand";"fresh";"gram";NULL;"0";NULL;"0.33";"0.0068";"0.0716";"0.0007";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:01";"2022-11-02 10:00:01"
"1030";"Rice White Cooked Glutinous";"No Brand";"fresh";"gram";NULL;"0";NULL;"0.96";"0.0201";"0.2097";"0.0019";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:01";"2022-11-02 10:00:01"
"1031";"Couscous Plain Cooked";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.11";"0.0377";"0.2311";"0.0016";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:02";"2022-11-02 10:00:02"
"1032";"Arborio rice";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.36";"0.08";"0.77";"0.01";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:02";"2022-11-02 10:00:02"
"1033";"Rissotto";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.74";"0.07";"0.21";"0.06";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:02";"2022-11-02 10:00:02"
"1034";"Orzo";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.58";"0.13";"0.75";"0.02";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:02";"2022-11-02 10:00:02"
"1035";"Panko";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.66";"0.14";"0.69";"0.03";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"7";"1";NULL;NULL;"2022-11-02 10:00:02";"2022-11-02 10:00:02"
"1036";"Raw Chicken Breast";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.2";"0.23";"0";"0.03";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0.015";"100000";"0";"0";"0";"show";"8";"3";"11";NULL;"2022-11-02 10:00:02";"2023-02-06 17:40:05"
"1037";"Lean Chicken Breast (Cooked)";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.57";"0.32";"0";"0.03";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"11";NULL;"2022-11-02 10:00:02";"2022-11-02 10:00:02"
"1038";"Beef Rib Eye Steak Cooked Grilled";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.91";"0.24";"0";"0.22";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"12";NULL;"2022-11-02 10:00:02";"2022-11-02 10:00:02"
"1039";"Beef Rib Eye Steak Raw";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.55";"0.18";"0";"0.2";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"12";NULL;"2022-11-02 10:00:02";"2022-11-02 10:00:02"
"1040";"Beef Top Sirloin Steak Raw";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.01";"0.2";"0";"0.13";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"12";NULL;"2022-11-02 10:00:02";"2022-11-02 10:00:02"
"1041";"Beef Top Sirloin  Cooked Broiled";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.43";"0.27";"0";"0.14";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"12";NULL;"2022-11-02 10:00:02";"2022-11-02 10:00:02"
"1042";"Beef Tenderloin Steak Raw";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.49";"0.19";"0";"0.18";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"12";NULL;"2022-11-02 10:00:02";"2022-11-02 10:00:02"
"1043";"Beef Tenderloin Steak Cooked Broiled";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.67";"0.26";"0";"0.17";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"12";NULL;"2022-11-02 10:00:02";"2022-11-02 10:00:02"
"1044";"Beef Ground (mince) Raw";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.54";"0.17";"0";"0.2";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"12";NULL;"2022-11-02 10:00:02";"2022-11-02 10:00:02"
"1045";"Beef Ground (mince) Cooked Pan-Broiled";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.46";"0.24";"0";"0.16";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"12";NULL;"2022-11-02 10:00:02";"2022-11-02 10:00:02"
"1046";"Bacon Turkey";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.53";"0.13";"0.05";"0.2";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"13";NULL;"2022-11-02 10:00:03";"2022-11-02 10:00:03"
"1047";"Beef Sausage";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.68";"0.18";"0.06";"0.19";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"12";NULL;"2022-11-02 10:00:03";"2022-11-02 10:00:03"
"1048";"Chicken Sausage";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.68";"0.18";"0.06";"0.19";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"11";NULL;"2022-11-02 10:00:03";"2022-11-02 10:00:03"
"1049";"Turkey Sausage";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.68";"0.18";"0.06";"0.19";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"13";NULL;"2022-11-02 10:00:03";"2022-11-02 10:00:03"
"1050";"Turkey Ham";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.34";"0.2";"0.01";"0.06";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"13";NULL;"2022-11-02 10:00:03";"2022-11-02 10:00:03"
"1051";"Turkey Ground (mince)";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.01";"0.27";"0";"0.1";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"13";NULL;"2022-11-02 10:00:03";"2022-11-02 10:00:03"
"1052";"Turkey Ground (cooked)";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.28";"0.29";"0";"0.13";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"13";NULL;"2022-11-02 10:00:03";"2022-11-02 10:00:03"
"1053";"Lamb Shank";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.8";"0.28";"0";"0.07";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"12";NULL;"2022-11-02 10:00:03";"2022-11-02 10:00:03"
"1054";"Lamb Shoulder Cooked";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.74";"0.22";"0";"0.2";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"12";NULL;"2022-11-02 10:00:04";"2022-11-02 10:00:04"
"1055";"Lamb Ground Raw";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.82";"0.17";"0";"0.23";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"12";NULL;"2022-11-02 10:00:04";"2022-11-02 10:00:04"
"1056";"Leg Of Lamb";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.3";"0.18";"0";"0.17";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"12";NULL;"2022-11-02 10:00:04";"2022-11-02 10:00:04"
"1057";"Lamb Sirloin";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.04";"0.28";"0";"0.09";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"12";NULL;"2022-11-02 10:00:04";"2022-11-02 10:00:04"
"1058";"Lamb Ribs";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.59";"0.21";"0";"0.3";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"12";NULL;"2022-11-02 10:00:05";"2022-11-02 10:00:05"
"1059";"Chicken Feet Boiled";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.15";"0.19";"0";"0.15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"8";"3";"11";NULL;"2022-11-02 10:00:05";"2022-11-02 10:00:05"
